game_id,episode,act,rank,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,avg_dmg_delta,headshot_pct,avg_dmg,acs,num_frag
486,7,3,Diamond 2,11/29/2023,Killjoy,Ascent,Win,13,6,19,12,2,1.6,50,19,175,238,2
487,7,3,Diamond 1,12/1/2023,Killjoy,Split,Loss,11,13,11,15,4,0.7,-9,8,110,152,5
488,7,3,Diamond 1,12/2/2023,Cypher,Breeze,Loss,4,13,13,14,2,0.9,21,36,158,232,2
489,7,3,Diamond 1,12/2/2023,Cypher,Lotus,Loss,6,13,9,15,2,0.6,-37,20,97,149,3
490,7,3,Diamond 1,12/2/2023,Cypher,Sunset,Loss,12,14,28,18,4,1.6,73,27,205,314,1
491,7,3,Diamond 1,12/3/2023,Cypher,Lotus,Win,13,4,9,9,4,1,-21,16,89,152,5
492,7,3,Diamond 2,12/3/2023,Killjoy,Ascent,Win,13,3,6,9,6,0.7,0,5,100,144,5
493,7,3,Diamond 2,12/3/2023,Cypher,Breeze,Win,13,11,15,17,6,0.9,-21,25,119,182,4
494,7,3,Diamond 2,12/4/2023,Cypher,Breeze,Win,13,6,22,9,3,2.4,105,22,195,296,2
495,7,3,Diamond 2,12/4/2023,Cypher,Sunset,Win,13,4,13,7,6,1.9,52,24,122,207,4
496,7,3,Diamond 2,12/5/2023,Cypher,Bind,Loss,10,13,18,14,2,1.3,28,24,141,220,2
497,7,3,Diamond 2,12/5/2023,Killjoy,Split,Loss,8,13,16,16,4,1,17,14,152,228,2
498,7,3,Diamond 2,12/5/2023,Cypher,Bind,Loss,8,13,17,16,2,1.1,24,18,157,247,1
499,7,3,Diamond 2,12/5/2023,Cypher,Lotus,Win,13,9,27,10,5,2.7,63,20,173,299,1
500,7,3,Diamond 2,12/7/2023,Killjoy,Haven,Loss,12,14,24,20,4,1.2,20,18,169,248,1
501,7,3,Diamond 2,12/7/2023,Cypher,Sunset,Loss,13,15,22,16,3,1.4,32,42,141,219,1
502,7,3,Diamond 2,12/7/2023,Killjoy,Ascent,Win,13,5,9,8,5,1.1,17,13,103,148,4
503,7,3,Diamond 2,12/7/2023,Killjoy,Split,Loss,9,13,20,15,3,1.3,32,27,164,246,1
504,7,3,Diamond 2,12/8/2023,KAY/O,Bind,Loss,3,13,9,14,6,0.6,-53,44,94,155,4
505,7,3,Diamond 2,12/13/2023,Cypher,Haven,Win,13,5,16,10,2,1.6,45,28,144,230,2
506,7,3,Diamond 2,12/13/2023,Cypher,Ascent,Loss,8,13,10,18,3,0.6,-54,17,81,135,4
507,7,3,Diamond 2,12/13/2023,Cypher,Bind,Loss,10,13,15,18,5,0.8,-37,12,109,178,5
508,7,3,Diamond 2,12/18/2023,Cypher,Sunset,Win,13,10,14,12,3,1.2,23,28,108,170,4
509,7,3,Diamond 2,12/19/2023,Cypher,Breeze,Win,16,14,34,17,3,2,80,40,200,299,1
510,7,3,Diamond 2,12/20/2023,Cypher,Breeze,Win,13,8,16,13,3,1.2,11,15,119,180,3
511,7,3,Diamond 2,12/21/2023,Killjoy,Split,Loss,9,13,21,16,5,1.3,31,23,161,254,2
512,7,3,Diamond 2,12/29/2023,Cypher,Lotus,Win,13,3,6,8,5,0.8,-37,6,66,103,4
513,7,3,Diamond 3,12/30/2023,Cypher,Ascent,Win,13,4,22,6,3,3.7,123,26,202,330,1
514,7,3,Diamond 3,12/30/2023,Cypher,Sunset,Win,13,4,19,7,4,2.7,94,28,179,284,2
515,7,3,Diamond 3,12/31/2023,Brimstone,Bind,Loss,8,13,12,15,10,0.8,-16,30,112,167,5
516,7,3,Diamond 3,1/1/2024,Cypher,Breeze,Win,13,6,25,11,3,2.3,99,21,209,335,1
517,7,3,Diamond 3,1/1/2024,Cypher,Ascent,Win,13,9,18,15,6,1.2,23,20,140,235,2
518,7,3,Diamond 3,1/2/2024,Cypher,Sunset,Loss,6,13,10,15,8,0.7,20,15,145,190,4
519,7,3,Diamond 3,1/3/2024,Cypher,Bind,Win,13,7,10,9,5,1.1,7,33,93,144,5
520,7,3,Diamond 3,1/3/2024,Cypher,Haven,Win,13,11,18,13,6,1.4,48,36,150,211,3
521,7,3,Diamond 3,1/4/2024,Cypher,Lotus,Win,11,2,11,4,0,2.8,58,33,137,191,2
522,7,3,Diamond 3,1/4/2024,Cypher,Haven,Loss,8,13,9,17,4,0.5,-70,19,72,119,5
523,7,3,Diamond 3,1/4/2024,Cypher,Breeze,Loss,2,13,6,13,2,0.5,-41,38,102,137,3
524,7,3,Diamond 3,1/5/2024,Cypher,Breeze,Loss,10,13,19,16,4,1.2,40,24,161,236,2
525,7,3,Diamond 3,1/6/2024,Cypher,Ascent,Loss,4,13,9,16,5,0.6,-57,18,112,172,4
526,7,3,Diamond 3,1/6/2024,Cypher,Bind,Loss,8,13,17,14,6,1.2,37,31,167,255,2
527,7,3,Diamond 3,1/6/2024,Cypher,Haven,Win,13,8,20,11,1,1.8,47,40,156,245,2
528,7,3,Diamond 3,1/7/2024,Cypher,Split,Win,13,8,21,13,5,1.6,48,20,167,263,1
529,7,3,Diamond 3,1/7/2024,Cypher,Split,Loss,11,13,17,20,7,0.9,-7,21,149,221,2
530,7,3,Diamond 3,1/7/2024,Cypher,Ascent,Win,13,8,11,10,11,1.1,-4,15,86,142,5
531,7,3,Diamond 3,1/7/2024,Cypher,Ascent,Loss,11,13,14,20,7,0.7,-43,11,114,169,4
532,7,3,Diamond 3,1/7/2024,Cypher,Breeze,Win,13,11,15,13,7,1.2,36,30,128,184,5
533,7,3,Diamond 3,1/7/2024,Cypher,Bind,Loss,9,13,16,14,7,1.1,13,20,135,217,2
534,7,3,Placement,1/7/2024,Cypher,Bind,Loss,12,14,9,22,3,0.4,-98,20,58,96,5
535,8,1,Placement,1/12/2024,Cypher,Icebox,Loss,5,13,15,12,4,1.3,-3,16,121,222,1
536,8,1,Placement,1/13/2024,Cypher,Lotus,Loss,5,13,12,14,1,0.9,-26,33,110,167,3
537,8,1,Placement,1/13/2024,Cypher,Split,Loss,11,13,17,18,8,0.9,9,17,139,211,3
538,8,1,Placement,1/15/2024,Cypher,Sunset,Loss,9,13,11,17,8,0.6,-28,29,108,168,4
539,8,1,Platinum 1,1/15/2024,Cypher,Bind,Loss,8,13,19,17,7,1.1,42,26,180,260,2
540,8,1,Platinum 1,1/15/2024,Cypher,Bind,Loss,10,13,24,15,1,1.6,42,37,179,300,1
541,8,1,Platinum 1,1/19/2024,Cypher,Sunset,Win,14,12,19,18,5,1.1,10,33,145,202,4
542,8,1,Platinum 1,1/19/2024,Cypher,Icebox,Loss,5,13,19,14,4,1.4,40,35,180,280,1
543,8,1,Platinum 1,1/26/2024,Cypher,Lotus,Loss,7,13,16,15,4,1.1,-14,27,132,223,1
544,8,1,Platinum 2,1/26/2024,Cypher,Sunset,Win,14,12,17,17,13,1,38,22,156,207,4
545,8,1,Platinum 2,1/26/2024,Cypher,Bind,Win,13,8,21,12,6,1.8,47,33,163,255,1
546,8,1,Platinum 2,1/27/2024,Cypher,Lotus,Loss,10,13,27,16,0,1.7,73,34,210,319,1
547,8,1,Platinum 2,1/27/2024,Cypher,Icebox,Win,13,9,13,14,4,0.9,-18,41,97,146,4
548,8,1,Platinum 2,2/2/2024,Cypher,Ascent,Loss,3,13,14,14,5,1,42,26,184,252,1
549,8,1,Platinum 2,2/2/2024,Cypher,Bind,Loss,9,13,22,15,5,1.5,67,35,186,283,1
550,8,1,Platinum 2,2/2/2024,Cypher,Icebox,Win,13,5,18,7,4,2.6,65,19,162,250,2
551,8,1,Platinum 2,2/2/2024,Cypher,Breeze,Win,13,3,11,8,7,1.4,57,17,133,190,4
552,8,1,Platinum 3,2/2/2024,Cypher,Lotus,Win,13,5,18,9,8,2,77,28,183,299,1
553,8,1,Platinum 3,2/2/2024,Cypher,Breeze,Win,13,7,19,12,1,1.6,10,22,143,226,2
554,8,1,Platinum 2,2/3/2024,Cypher,Lotus,Loss,11,13,25,17,5,1.5,56,25,191,278,1
555,8,1,Platinum 2,2/3/2024,Cypher,Ascent,Loss,8,13,18,15,7,1.2,51,30,185,269,2
556,8,1,Platinum 3,2/3/2024,Cypher,Icebox,Loss,9,13,19,15,3,1.3,31,29,161,251,2
557,8,1,Platinum 3,2/3/2024,Cypher,Bind,Win,13,9,22,14,7,1.6,32,28,162,267,2
558,8,1,Platinum 2,2/3/2024,Cypher,Split,Loss,10,13,21,17,6,1.2,51,42,186,279,1
559,8,1,Platinum 3,2/3/2024,Cypher,Icebox,Loss,11,13,22,17,3,1.3,17,40,151,239,1
560,8,1,Platinum 3,2/3/2024,Cypher,Split,Win,13,10,24,14,4,1.7,37,28,170,269,1
561,8,1,Platinum 3,2/3/2024,Cypher,Ascent,Win,13,10,19,14,7,1.4,41,37,148,231,2
562,8,1,Platinum 3,2/3/2024,Cypher,Sunset,Loss,11,13,16,17,7,0.9,9,29,141,214,1
563,8,1,Platinum 3,2/3/2024,Cypher,Bind,Win,13,9,13,13,4,1,0,31,109,178,4
564,8,1,Platinum 3,2/3/2024,Cypher,Sunset,Win,13,9,12,16,3,0.8,-24,31,111,150,5
565,8,1,Platinum 3,2/4/2024,Cypher,Lotus,Win,13,10,7,14,5,0.5,-39,44,68,82,5
566,8,1,Diamond 1,2/4/2024,Cypher,Ascent,Win,13,8,20,11,4,1.8,55,40,156,235,2
567,8,1,Diamond 1,2/4/2024,Cypher,Bind,Win,13,8,20,14,4,1.4,39,27,167,255,3
568,8,1,Diamond 1,2/5/2024,Cypher,Ascent,Win,13,6,16,9,8,1.8,43,40,137,216,4
569,8,1,Diamond 1,2/5/2024,Cypher,Split,Win,13,11,18,14,4,1.3,10,18,132,214,3
570,8,1,Diamond 1,2/6/2024,Cypher,Sunset,Win,13,9,23,12,6,1.9,91,46,187,282,1
571,8,1,Diamond 2,2/6/2024,Cypher,Lotus,Win,14,12,17,16,8,1.1,23,29,133,193,4
572,8,1,Diamond 2,2/6/2024,Cypher,Icebox,Win,13,3,22,7,3,3.1,136,30,228,362,1
573,8,1,Diamond 2,2/7/2024,Cypher,Breeze,Win,13,6,17,9,6,1.9,25,12,124,214,3
574,8,1,Diamond 2,2/7/2024,Cypher,Breeze,Win,13,8,20,12,4,1.7,62,22,172,264,2
575,8,1,Diamond 2,2/9/2024,Cypher,Split,Win,13,2,15,6,0,2.5,42,27,145,237,2
576,8,1,Diamond 3,2/12/2024,Cypher,Split,Draw,15,15,18,18,5,1,-8,28,103,159,4
577,8,1,Diamond 3,2/13/2024,Cypher,Sunset,Win,13,11,14,17,3,0.8,-25,22,111,155,4
578,8,1,Diamond 3,2/14/2024,Cypher,Ascent,Win,13,5,16,9,5,1.8,43,24,132,241,3
579,8,1,Diamond 3,2/14/2024,Cypher,Sunset,Win,13,4,13,11,5,1.2,34,33,142,222,3
580,8,1,Diamond 3,2/15/2024,Cypher,Ascent,Win,13,10,5,15,3,0.3,-74,39,42,67,5
581,8,1,Diamond 3,2/15/2024,Cypher,Breeze,Win,13,5,22,12,4,1.8,77,23,197,341,1
582,8,1,Diamond 3,2/16/2024,Killjoy,Icebox,Loss,2,13,7,13,2,0.5,-69,28,103,147,3
583,8,1,Diamond 3,2/16/2024,Cypher,Split,Loss,8,13,16,17,7,0.9,16,36,156,234,3
584,8,1,Diamond 3,2/16/2024,Cypher,Split,Loss,7,13,14,16,5,0.9,-2,39,140,194,4
585,8,1,Diamond 3,2/17/2024,Cypher,Ascent,Loss,12,14,21,16,4,1.3,37,31,150,226,1
586,8,1,Diamond 3,2/17/2024,Cypher,Sunset,Win,13,8,17,11,7,1.5,73,29,170,250,2
587,8,1,Diamond 3,2/17/2024,Killjoy,Icebox,Loss,8,13,16,17,2,0.9,29,19,166,228,1
588,8,1,Diamond 3,2/17/2024,Cypher,Icebox,Loss,6,13,8,14,5,0.6,-54,20,86,135,4
589,8,1,Diamond 3,2/25/2024,Cypher,Ascent,Win,13,11,15,15,11,1,-23,31,95,175,4
590,8,1,Diamond 3,2/25/2024,Cypher,Split,Loss,11,13,14,15,1,0.9,13,39,111,163,4
591,8,1,Diamond 3,2/25/2024,Cypher,Lotus,Win,13,9,15,11,4,1.4,47,29,131,200,3
592,8,1,Diamond 3,2/29/2024,Cypher,Sunset,Loss,6,13,22,14,4,1.6,55,27,194,328,1
593,8,1,Diamond 3,2/29/2024,Cypher,Breeze,Loss,4,13,8,15,5,0.5,-66,39,103,147,5
594,8,1,Diamond 3,2/29/2024,Cypher,Breeze,Win,13,9,15,15,3,1,-7,20,115,182,3
595,8,1,Diamond 3,2/29/2024,Cypher,Ascent,Loss,12,14,14,18,10,0.8,-15,13,117,177,5
596,8,1,Diamond 3,2/29/2024,Cypher,Bind,Win,13,6,13,12,4,1.1,17,26,138,196,3
597,8,1,Diamond 3,3/1/2024,Cypher,Bind,Win,13,4,14,9,1,1.6,68,24,157,225,3
598,8,1,Diamond 3,3/1/2024,Cypher,Ascent,Win,13,10,24,13,2,1.8,80,36,178,266,2
599,8,1,Diamond 3,3/2/2024,Cypher,Icebox,Loss,6,13,10,16,5,0.6,-53,26,100,171,3
600,8,1,Diamond 3,3/2/2024,Cypher,Sunset,Loss,11,13,18,19,8,0.9,-1,30,139,224,1
601,8,1,Diamond 3,3/2/2024,Cypher,Ascent,Win,14,12,18,14,10,1.3,10,15,128,187,3
602,8,1,Diamond 3,3/2/2024,Cypher,Split,Loss,10,13,16,17,1,0.9,-17,28,116,178,4
603,8,1,Diamond 3,3/3/2024,Cypher,Bind,Win,13,10,15,14,5,1.1,32,22,149,207,3
604,8,1,Diamond 3,3/3/2024,Cypher,Lotus,Win,13,10,14,15,8,0.9,43,23,164,204,4
605,8,1,Diamond 3,3/3/2024,Cypher,Sunset,Win,13,5,14,8,6,1.8,55,15,145,204,4
606,8,1,Ascendant 1,3/3/2024,Cypher,Icebox,Win,13,1,3,7,2,0.4,-30,6,52,80,5
607,8,1,Placement,3/3/2024,Cypher,Ascent,Win,13,10,17,15,13,1.1,36,30,150,212,4
608,8,1,Diamond 3,3/4/2024,Cypher,Lotus,Loss,7,13,7,16,12,0.4,49,24,92,133,5
609,8,2,Ascendant 1,3/5/2024,Cypher,Breeze,Loss,11,13,18,17,4,1.1,22,14,133,226,2
610,8,2,Ascendant 1,3/7/2024,Cypher,Split,Win,13,10,19,15,7,1.3,29,25,160,257,2
611,8,2,Ascendant 1,3/8/2024,Cypher,Bind,Win,13,11,12,16,3,0.8,-28,26,98,142,4
612,8,2,Ascendant 1,3/8/2024,Cypher,Split,Win,13,9,18,10,9,1.8,45,19,147,223,3
613,8,2,Ascendant 1,3/9/2024,Viper,Icebox,Draw,15,15,23,20,6,1.2,2,22,134,203,3
614,8,2,Ascendant 1,3/10/2024,Cypher,Ascent,Loss,12,14,13,19,6,0.7,-11,25,122,157,5
615,8,2,Ascendant 1,3/10/2024,Cypher,Bind,Loss,10,13,15,18,4,0.8,-24,30,125,184,4
616,8,2,Ascendant 1,3/10/2024,Cypher,Lotus,Win,15,13,22,16,5,1.4,30,21,145,232,2
617,8,2,Ascendant 1,3/11/2024,Cypher,Lotus,Loss,10,13,7,17,10,0.4,-63,12,66,106,5
618,8,2,Ascendant 1,3/11/2024,Cypher,Breeze,Win,13,10,22,20,5,1.1,26,17,177,269,1
619,8,2,Ascendant 1,3/11/2024,Cypher,Split,Win,13,11,13,15,4,0.9,-2,16,110,154,5
620,8,2,Ascendant 1,3/12/2024,Cypher,Bind,Win,13,10,11,15,10,0.7,-14,24,102,161,4
621,8,2,Ascendant 1,3/13/2024,Cypher,Bind,Win,13,6,15,10,7,1.5,25,20,126,202,4
622,8,2,Ascendant 2,3/13/2024,Cypher,Ascent,Win,13,6,18,11,8,1.6,48,16,170,261,2
623,8,2,Ascendant 2,3/14/2024,Cypher,Ascent,Win,15,13,12,20,6,0.6,-48,27,73,116,5
624,8,2,Ascendant 1,3/15/2024,Cypher,Split,Loss,7,13,7,18,3,0.4,-75,12,86,119,5
625,8,2,Ascendant 2,3/15/2024,Cypher,Split,Loss,8,13,15,16,5,0.9,-1,20,138,208,2
626,8,2,Ascendant 2,3/16/2024,Cypher,Sunset,Win,14,12,24,20,6,1.2,10,26,163,273,1
627,8,2,Ascendant 2,3/16/2024,Cypher,Bind,Win,13,6,13,11,1,1.2,4,57,100,170,4
628,8,2,Ascendant 2,3/16/2024,Cypher,Lotus,Win,13,1,15,6,3,2.5,100,29,182,289,2
629,8,2,Ascendant 2,3/16/2024,Cypher,Breeze,Win,13,3,13,8,2,1.6,35,44,136,221,3
630,8,2,Ascendant 2,3/17/2024,Cypher,Breeze,Win,14,12,18,17,3,1.1,21,25,134,186,4
631,8,2,Ascendant 2,3/17/2024,Cypher,Ascent,Loss,2,13,7,13,0,0.5,-38,14,100,150,3
632,8,2,Ascendant 2,3/17/2024,Cypher,Split,Loss,8,13,11,15,2,0.7,-30,43,101,148,5
633,8,2,Ascendant 2,3/17/2024,Cypher,Ascent,Win,14,12,15,19,12,0.8,25,26,150,192,4
634,8,2,Ascendant 2,3/18/2024,Cypher,Sunset,Loss,9,13,17,16,3,1.1,-17,46,123,195,2
635,8,2,Ascendant 2,3/18/2024,Cypher,Ascent,Win,12,7,17,12,9,1.4,36,27,157,242,3
636,8,2,Ascendant 2,3/19/2024,Cypher,Bind,Loss,9,13,20,15,5,1.3,40,37,165,245,1
637,8,2,Ascendant 2,3/19/2024,Cypher,Lotus,Win,13,7,21,9,3,2.3,86,39,161,272,1
638,8,2,Ascendant 2,3/20/2024,Cypher,Lotus,Loss,11,13,7,17,6,0.4,-58,23,63,93,5
639,8,2,Ascendant 2,3/20/2024,Cypher,Breeze,Win,13,8,17,10,2,1.7,30,25,112,188,2
640,8,2,Ascendant 2,3/21/2024,Cypher,Sunset,Win,13,6,11,11,4,1,4,25,111,159,5
641,8,2,Ascendant 2,3/21/2024,Cypher,Sunset,Loss,9,13,15,15,1,1,3,31,131,184,3
642,8,2,Ascendant 2,3/21/2024,Cypher,Ascent,Loss,6,13,13,16,3,0.8,-35,28,106,173,2
643,8,2,Ascendant 2,3/21/2024,Cypher,Split,Loss,1,13,2,13,5,0.2,-86,11,53,72,5
644,8,2,Ascendant 2,3/21/2024,Cypher,Split,Win,13,2,12,5,3,2.4,49,31,115,189,5
645,8,2,Ascendant 2,3/21/2024,Cypher,Breeze,Loss,11,13,24,14,4,1.7,54,34,168,267,1
646,8,2,Ascendant 1,3/21/2024,Cypher,Ascent,Loss,11,13,13,15,7,0.9,13,32,116,157,5
647,8,2,Ascendant 1,3/22/2024,Cypher,Lotus,Loss,15,17,26,25,8,1,17,32,159,233,2
648,8,2,Ascendant 2,3/22/2024,Viper,Icebox,Win,15,13,23,19,13,1.2,19,29,147,238,2
649,8,2,Ascendant 2,3/22/2024,Cypher,Breeze,Win,13,7,14,11,3,1.3,9,24,108,177,3
650,8,2,Ascendant 2,3/22/2024,Viper,Icebox,Win,13,10,7,19,6,0.4,-63,29,77,104,5
651,8,2,Ascendant 2,3/22/2024,Cypher,Bind,Win,13,8,25,13,8,1.9,54,16,178,314,1
652,8,2,Ascendant 2,3/23/2024,Cypher,Ascent,Loss,11,13,11,17,2,0.6,-9,29,111,147,5
653,8,2,Ascendant 2,3/24/2024,Cypher,Sunset,Loss,5,13,8,15,2,0.5,-51,24,92,143,5
654,8,2,Ascendant 2,3/24/2024,Cypher,Lotus,Win,13,4,9,8,3,1.1,3,23,83,137,5
655,8,2,Ascendant 2,3/26/2024,Cypher,Breeze,Loss,4,13,14,13,2,1.1,21,29,154,241,1
656,8,2,Ascendant 1,3/26/2024,Cypher,Bind,Loss,4,13,7,15,0,0.5,-39,32,96,135,3
657,8,2,Ascendant 1,3/26/2024,Viper,Icebox,Loss,6,13,11,16,4,0.7,-46,40,102,152,3
658,8,2,Ascendant 1,3/26/2024,Cypher,Split,Loss,10,13,18,19,5,0.9,18,32,166,248,1
659,8,2,Ascendant 1,3/27/2024,Cypher,Ascent,Win,13,10,22,14,5,1.6,44,27,154,253,2
660,8,2,Ascendant 1,3/27/2024,Cypher,Sunset,Loss,5,13,13,13,2,1,9,41,125,200,1
661,8,2,Ascendant 1,3/27/2024,Viper,Icebox,Loss,4,13,6,13,5,0.5,-47,25,88,111,5
662,8,2,Ascendant 1,3/28/2024,Cypher,Lotus,Win,14,12,21,19,4,1.1,10,24,159,224,2
663,8,2,Ascendant 1,3/29/2024,Cypher,Breeze,Win,13,6,13,9,8,1.4,54,20,135,205,4
664,8,2,Ascendant 1,4/4/2024,Cypher,Split,Loss,6,13,11,16,5,0.7,3,32,135,196,3
665,8,2,Ascendant 1,4/4/2024,Viper,Icebox,Loss,9,13,13,17,3,0.8,-16,30,120,181,3
666,8,2,Ascendant 1,4/14/2024,Cypher,Split,Loss,7,13,16,13,3,1.2,25,35,139,237,2
667,8,2,Ascendant 1,4/14/2024,Cypher,Ascent,Loss,7,13,9,16,6,0.6,-36,18,99,147,5
668,8,2,Diamond 3,4/14/2024,Viper,Icebox,Loss,2,13,13,13,3,1,17,18,170,262,1
669,8,3,Diamond 3,5/21/2024,Cypher,Bind,Loss,4,13,8,17,3,0.5,-50,23,102,158,3
670,8,3,Ascendant 1,5/21/2024,Cypher,Lotus,Win,10,2,9,6,4,1.5,24,32,119,172,3
671,8,3,Ascendant 1,5/23/2024,Cypher,Sunset,Win,13,6,11,14,4,0.8,-40,15,97,160,4
672,8,3,Diamond 3,5/23/2024,Cypher,Bind,Loss,14,16,17,21,6,0.8,-17,23,108,158,5
673,8,3,Diamond 3,5/24/2024,Cypher,Sunset,Loss,12,14,21,19,6,1.1,27,30,162,234,3
674,8,3,Diamond 3,5/24/2024,Killjoy,Lotus,Loss,11,13,10,19,6,0.5,-36,12,90,143,5
675,8,3,Ascendant 1,5/24/2024,Cypher,Ascent,Win,13,3,16,6,1,2.7,78,41,155,264,2
676,8,3,Ascendant 1,5/24/2024,Viper,Icebox,Win,13,7,15,15,6,1,-9,30,134,217,2
677,8,3,Diamond 3,5/31/2024,Cypher,Breeze,Loss,4,13,16,14,4,1.1,8,21,168,272,1
678,8,3,Diamond 3,5/31/2024,Cypher,Bind,Loss,9,13,19,18,4,1.1,26,31,166,261,1
679,8,3,Diamond 3,5/31/2024,Cypher,Ascent,Loss,12,14,19,14,5,1.4,27,31,135,192,2
680,8,3,Diamond 3,6/1/2024,Cypher,Bind,Loss,7,13,22,14,4,1.6,62,34,183,297,1
681,8,3,Diamond 3,6/1/2024,Viper,Icebox,Win,13,11,12,17,7,0.7,-35,24,95,152,5
682,8,3,Diamond 3,6/1/2024,Cypher,Ascent,Win,13,11,22,15,9,1.5,57,25,160,251,2
683,8,3,Diamond 3,6/2/2024,Cypher,Sunset,Loss,10,13,17,15,3,1.1,8,27,124,187,3
684,8,3,Ascendant 1,6/2/2024,Viper,Icebox,Win,13,4,16,7,5,2.3,70,39,161,266,3
685,8,3,Ascendant 1,6/2/2024,Cypher,Breeze,Win,7,0,10,3,4,3.3,140,63,251,407,1
686,8,3,Ascendant 1,6/3/2024,Cypher,Sunset,Win,13,6,17,13,2,1.3,42,32,165,252,2
687,8,3,Ascendant 1,6/3/2024,Cypher,Split,Loss,5,13,15,14,3,1.1,4,14,133,227,1
688,8,3,Diamond 3,6/3/2024,Cypher,Ascent,Loss,8,13,17,15,7,1.1,40,24,170,260,2
689,8,3,Diamond 3,6/3/2024,Cypher,Ascent,Loss,7,13,15,17,4,0.9,-41,18,115,197,2
690,8,3,Diamond 3,6/5/2024,Viper,Icebox,Loss,12,14,23,18,5,1.3,38,35,177,254,1
691,8,3,Diamond 3,6/5/2024,Omen,Sunset,Win,13,9,11,14,4,0.8,-24,19,90,139,5
692,8,3,Ascendant 1,6/6/2024,Cypher,Breeze,Win,14,12,16,18,7,0.9,-18,20,115,177,5
693,8,3,Ascendant 1,6/8/2024,Omen,Sunset,Win,13,11,13,20,7,0.7,-38,26,108,166,4
694,8,3,Ascendant 1,6/8/2024,Cypher,Ascent,Loss,10,13,22,16,6,1.4,52,21,171,270,1
695,8,3,Ascendant 1,6/8/2024,Cypher,Bind,Win,13,6,23,8,6,2.9,86,20,172,306,1
696,8,3,Ascendant 1,6/8/2024,Cypher,Split,Win,13,9,22,15,3,1.5,68,26,201,299,1
697,8,3,Ascendant 1,6/8/2024,Killjoy,Lotus,Loss,6,13,10,15,5,0.7,-2,18,155,198,4
698,8,3,Ascendant 1,6/8/2024,Cypher,Bind,Win,13,11,20,14,6,1.4,47,28,163,252,2
699,8,3,Ascendant 1,6/8/2024,Cypher,Breeze,Win,13,8,16,13,9,1.2,13,22,134,214,4
700,8,3,Ascendant 1,6/9/2024,Killjoy,Lotus,Loss,10,13,11,17,5,0.6,-1,30,121,161,5
701,8,3,Ascendant 1,6/9/2024,Viper,Icebox,Win,13,6,15,13,7,1.2,24,24,169,236,4
702,8,3,Ascendant 1,6/10/2024,Cypher,Breeze,Loss,4,13,10,14,1,0.7,-66,18,94,167,3
703,8,3,Ascendant 1,6/10/2024,Cypher,Ascent,Loss,4,13,9,13,2,0.7,2,15,119,172,2
704,8,3,Ascendant 1,6/10/2024,Cypher,Split,Loss,8,13,20,15,5,1.3,45,31,172,248,2
705,8,3,Ascendant 1,6/10/2024,Viper,Icebox,Win,13,6,16,10,5,1.6,46,43,150,238,3
706,8,3,Ascendant 1,6/10/2024,Cypher,Bind,Loss,10,13,14,16,7,0.9,2,17,127,194,3
707,8,3,Ascendant 1,6/11/2024,Cypher,Sunset,Win,13,10,24,12,3,2,93,33,195,277,1
708,8,3,Ascendant 1,6/12/2024,Cypher,Haven,Win,13,11,18,14,4,1.3,31,13,145,212,3
709,8,3,Ascendant 1,6/12/2024,Cypher,Sunset,Win,5,1,3,2,2,1.5,17,13,94,134,4
710,8,3,Ascendant 1,6/12/2024,Cypher,Lotus,Loss,8,13,18,16,6,1.1,43,27,189,282,1
711,8,3,Ascendant 1,6/12/2024,Cypher,Ascent,Win,13,7,18,10,2,1.8,14,26,125,200,3
712,8,3,Ascendant 1,6/13/2024,Cypher,Lotus,Loss,8,13,14,18,4,0.8,-47,34,105,173,3
713,8,3,Ascendant 1,6/13/2024,Cypher,Sunset,Win,14,12,22,15,4,1.5,44,23,152,231,4
714,8,3,Ascendant 1,6/13/2024,Cypher,Bind,Win,13,9,17,15,9,1.1,17,18,145,214,4
715,8,3,Ascendant 1,6/13/2024,Cypher,Sunset,Win,13,4,22,7,6,3.1,152,23,240,352,1
716,8,3,Ascendant 1,6/13/2024,Viper,Icebox,Loss,1,13,10,14,1,0.7,-13,20,145,209,2
717,8,3,Ascendant 1,6/14/2024,Cypher,Haven,Win,13,7,8,14,3,0.6,-53,26,87,131,5
718,8,3,Ascendant 1,6/14/2024,Cypher,Haven,Loss,2,13,5,14,3,0.4,-56,10,96,126,5
719,8,3,Ascendant 1,6/20/2024,Cypher,Bind,Win,13,4,10,7,5,1.4,18,26,100,154,4
720,8,3,Ascendant 1,6/21/2024,Cypher,Sunset,Loss,6,13,10,15,3,0.7,-54,41,89,149,4
721,8,3,Ascendant 1,6/22/2024,Cypher,Ascent,Win,13,6,17,9,0,1.9,45,45,144,216,3
722,8,3,Ascendant 1,6/22/2024,Cypher,Sunset,Loss,6,13,13,17,2,0.8,3,37,148,222,2
723,8,3,Ascendant 1,6/22/2024,Cypher,Sunset,Win,13,9,12,17,3,0.7,-32,41,106,146,4
724,8,3,Ascendant 1,6/22/2024,Cypher,Lotus,Loss,1,13,7,14,4,0.5,-41,32,132,166,4
725,8,3,Ascendant 1,6/22/2024,Cypher,Icebox,Loss,11,13,15,17,4,0.9,-14,28,117,176,3
726,8,3,Ascendant 1,6/22/2024,Cypher,Sunset,Win,13,11,19,17,4,1.1,5,40,144,234,2
